title,artist,beat_count,bpm,key,key_scale,average_loudness,length,energy,speechiness,acousticness,instrumentalness,liveness,danceability,loudness,valence,time_signature,timbre,tonal_atonal,voice_instrumental,mood_sad,mood_relaxed,mood_party,mood_happy,mood_electronic,mood_aggressive,mood_acoustic
La Vie En Rose,Katherine Jenkins,461,147.564987183,C#,minor,0.230800434947,204.643264771,0.25,0.0418,0.988,9.28e-05,0.34,0.32,-11.243,0.265,-11.243,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Break It To My Heart,Katherine Jenkins,502,143.930648804,C#,major,0.887815892696,211.43510437,0.641,0.0401,0.397,0,0.0994,0.335,-6.044,0.427,-6.044,dark,atonal,voice,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Carrickfergus,Katherine Jenkins,367,113.432632446,A#,major,0.668684899807,192.574691772,0.366,0.0357,0.689,0.00419,0.111,0.222,-8.872,0.213,-8.872,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Angel,Katherine Jenkins,701,117.676925659,D#,major,0.45453119278,355.73550415,0.29,0.0347,0.932,4.45e-05,0.101,0.305,-10.649,0.158,-10.649,bright,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Ancora non sai,Katherine Jenkins | André Rieu,672,137.994232178,A,major,0.414573848248,298.959991455,0.467,0.0362,0.964,0.000158,0.0493,0.249,-8.299,0.221,-8.299,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
I Will Be With You (Where the Lost Ones Go),Sarah Brightman | Paul Stanley,683,151.979675293,E,major,0.904456734657,272.746673584,0.71,0.0453,0.681,4.25e-06,0.713,0.374,-6.729,0.114,-6.729,bright,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
I Lost My Heart to a Starship Trooper,Sarah Brightman,564,129.009490967,B,minor,0.70224237442,259.631011963,0.735,0.0618,0.143,0.000328,0.601,0.606,-9.637,0.596,-9.637,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Time to Say Goodbye,Sarah Brightman,457,105.864776611,G,major,0.770747661591,248.013336182,0.435,0.0309,0.907,0.00182,0.101,0.294,-6.747,0.445,-6.747,bright,tonal,voice,sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Macavity: The Mystery Cat,Sarah Brightman,410,82.6946487427,C,minor,0.267822265625,285.257141113,0.344,0.209,0.772,1.38e-06,0.228,0.414,-15.428,0.318,-15.428,dark,atonal,voice,not_sad,not_relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Child in a Manger,Sarah Brightman,349,104.180587769,G,major,0.658566892147,187.820404053,0.326,0.0361,0.817,0.00907,0.0778,0.14,-10.922,0.219,-10.922,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
There for Me,Sarah Brightman | José Cura,455,134.604263306,D,major,0.848143994808,213.946670532,0.508,0.034,0.937,0.0539,0.155,0.305,-6.718,0.216,-6.718,bright,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Fleurs du mal,Sarah Brightman,457,94.9054946899,A,minor,0.713899254799,286.458770752,0.621,0.0324,0.314,0.0138,0.684,0.449,-7.669,0.148,-7.669,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Harem,Sarah Brightman,700,122.643043518,F#,minor,0.648389995098,346.413330078,0.716,0.0532,0.211,0.0635,0.0858,0.424,-7.608,0.297,-7.608,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Chi il bel sogno di doretta,Sarah Brightman,326,131.975357056,F,major,0.0222391877323,167.392654419,0.296,0.0552,0.954,0.016,0.229,0.234,-12.75,0.0648,-12.75,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Gus: The Theatre Cat,Sarah Brightman | Sir John Gielgud,578,147.847747803,D,major,0.307219564915,310.177947998,0.192,0.0793,0.956,6.21e-05,0.16,0.35,-15.911,0.261,-15.911,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Historia de un amor,Nana Mouskouri,668,178.205627441,D,minor,0.872529029846,225.581863403,0.437,0.185,0.766,0.000465,0.146,0.465,-14.819,0.391,-14.819,bright,atonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Crois-moi ça durera,Nana Mouskouri,283,113.905731201,D,minor,0.875197649002,154.383666992,0.331,0.0321,0.724,2.91e-05,0.15,0.254,-9.362,0.332,-9.362,dark,atonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
La Paloma,Nana Mouskouri,407,96.8483963013,A,major,0.721262216568,254.615509033,0.26,0.0305,0.844,4.1e-06,0.107,0.548,-18.324,0.469,-18.324,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Come and Sing,Nana Mouskouri,402,79.7621231079,C,major,0.758920252323,251.984405518,0.591,0.204,0.631,1.8e-05,0.89,0.368,-13.668,0.4,-13.668,bright,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Half a Crown,Nana Mouskouri,678,151.669937134,E,major,0.00236618029885,310.399993896,0.0269,0.035,0.973,0.0141,0.0994,0.349,-22.101,0.0659,-22.101,dark,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
The Rose,Nana Mouskouri,433,140.656555176,D#,major,0.0995535627007,202.370605469,0.141,0.0382,0.97,0.000443,0.127,0.355,-16.291,0.122,-16.291,bright,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Every Grain of Sand,Nana Mouskouri,450,120.470901489,C#,major,0.65455186367,227.05632019,0.206,0.0458,0.966,0.0006,0.105,0.415,-16.781,0.309,-16.781,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
And I Love You So,Nana Mouskouri,539,178.206192017,A,major,0.171885684133,239.751831055,0.31,0.034,0.837,0.0395,0.1,0.195,-8.737,0.162,-8.737,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Petit Pierre,Nana Mouskouri,495,111.423988342,A#,major,0.513925790787,250,0.181,0.0421,0.911,0.000939,0.0964,0.322,-16.201,0.148,-16.201,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Les mauvais souvenirs,Nana Mouskouri,451,136.155654907,G#,major,0.687509357929,198.37387085,0.203,0.0308,0.91,1.03e-05,0.11,0.518,-18.045,0.428,-18.045,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Humilitas Ad Victoriam,Hildegard von Bingen,251,147.392379761,E,minor,0.00138432451058,114.128982544,0.0527,0.0403,0.995,0.494,0.136,0.215,-25.264,0.0319,-25.264,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Querela Animarum In Carne Positarum,Hildegard von Bingen,192,162.761901855,C,minor,0.230813071132,75.7289810181,0.0431,0.0818,0.995,0,0.146,0.648,-30.313,0.279,-30.313,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Scientia Dei Ad Animam Illam,Hildegard von Bingen,138,143.964385986,C,major,0.30170455575,64.5485687256,0.0775,0.0384,0.966,5.82e-06,0.189,0.182,-26.362,0.0389,-26.362,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Scientia Dei,Hildegard von Bingen,97,139.694290161,F,minor,0.440472304821,49.2669372559,0.0775,0.0384,0.966,5.82e-06,0.189,0.182,-26.362,0.0389,-26.362,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Anima Illa,Hildegard von Bingen,72,104.991645813,C,major,0.355946779251,41.8220405579,0.00173,0.0349,0.942,0.418,0.109,0.144,-51.507,0.0379,-51.507,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Diabolus,Hildegard von Bingen,200,139.570632935,G#,minor,0.411362707615,98.5599975586,0.0436,0.0423,0.981,0.365,0.0911,0.238,-20.756,0.0512,-20.756,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Felix Anima,Hildegard von Bingen,71,113.240493774,F#,major,0.608464062214,41.7436752319,0.0438,0.0418,0.887,0,0.102,0.155,-24.671,0.137,-24.671,dark,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Humilitas,Hildegard von Bingen,64,152.640625,C,major,0.241450965405,25.4955101013,0.0219,0.0659,0.984,0,0.15,0.174,-29.327,0.11,-29.327,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"Victoria, Virtutes",Hildegard von Bingen,121,122.226081848,C#,major,0.519674241543,62.8506126404,0.104,0.0706,0.975,0,0.133,0.553,-20.243,0.315,-20.243,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"Paenitens Anima Ad Virtutes, Virtutes",Hildegard von Bingen,397,91.2470779419,F,minor,0.00210772105493,237.24407959,0.0026,0.038,0.954,2.08e-06,0.139,0.178,-46.972,0.0673,-46.972,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
珍重,葉蒨文,702,129.898376465,G,major,0.436872988939,325.198364258,0.374,0.0318,0.685,0.00137,0.0726,0.587,-11.91,0.318,-11.91,bright,tonal,voice,sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"Gianni Schicchi: ""O mio babbino caro""",Lesley Garrett,331,139.566558838,G#,major,0.0452757328749,150.517547607,0.317,0.038,0.961,0.0117,0.415,0.257,-12.442,0.0559,-12.442,bright,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
"The Marriage of Figaro: ""Voi che sapete""",Lesley Garrett,352,125.780830383,A#,major,0.199281722307,174.367340088,0.154,0.043,0.968,0.000406,0.193,0.274,-18.802,0.224,-18.802,bright,atonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Porgy and Bess: Summertime,Lesley Garrett,377,143.452102661,A,minor,0.196132212877,175.177139282,0.232,0.0449,0.973,0.19,0.0788,0.13,-13.278,0.0399,-13.278,dark,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Climb Ev’ry Mountain (reprise),Lesley Garrett,234,172.265518188,C,major,0.682412087917,89.7044906616,0.511,0.0346,0.932,0.000512,0.0752,0.244,-8.836,0.135,-8.836,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
PUCCINI Vissi d'arte (Tosca),Kiri Te Kanawa | National Philharmonic Orchestra | Sir Georg Solti,414,129.288955688,D#,major,0.0184856168926,200.266662598,0.107,0.0464,0.988,0.00201,0.209,0.248,-20.641,0.0385,-20.641,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Tannenbaum,Kiri Te Kanawa,328,164.400680542,C#,minor,0.0820538848639,148.79347229,0.12,0.0533,0.986,0.00679,0.0456,0.321,-19.244,0.184,-19.244,dark,tonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
I Saw Three Ships,Kiri Te Kanawa,206,120.465667725,A,minor,0.124263785779,103.13143158,0.32,0.0545,0.967,1.54e-06,0.199,0.455,-14.072,0.623,-14.072,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
The Holly and the Ivy,Kiri Te Kanawa,363,132.860641479,G#,major,0.01466956269,174.994293213,0.233,0.0554,0.986,0.0181,0.115,0.293,-16.769,0.534,-16.769,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Samson: Let the Bright Seraphim,St Paul’s Cathedral Choir | Kiri Te Kanawa | Crispian Steele‐Perkins | English Chamber Orchestra | Barry Rose,671,109.490562439,D,major,0.290327429771,354.089782715,0.22,0.0446,0.969,0.197,0.227,0.398,-15.628,0.224,-15.628,bright,tonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Climb Ev’ry Mountain,Kiri Te Kanawa | Mormon Tabernacle Choir | Utah Symphony,415,126.670463562,D#,major,0.0727028176188,196.022857666,0.307,0.0548,0.972,6.29e-05,0.103,0.136,-13.769,0.14,-13.769,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"Sonata No. 1 in A major, Op. 13: I. Allegro molto",Yo‐Yo Ma | Kathryn Stott,1048,136.209487915,A,major,0.0690734907985,480.226654053,0.143,0.048,0.991,0.913,0.0707,0.275,-20.978,0.137,-20.978,bright,tonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"Sonata No. 1 in A major, Op. 13: II. Andante",Yo‐Yo Ma | Kathryn Stott,1010,139.73916626,D,minor,0.00523293158039,468.600006104,0.0289,0.0378,0.99,0.902,0.075,0.151,-25.25,0.0378,-25.25,bright,tonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Sonata in A major: I. Allegretto ben moderato,Yo‐Yo Ma | Kathryn Stott,679,108.070983887,A,major,0.00816116668284,346.399993896,0.0243,0.0394,0.991,0.825,0.0773,0.171,-26.081,0.0384,-26.081,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"Cello Sonata in G minor, Op. 65: I. Allegro moderato",Truls Mørk | Kathryn Stott,1684,111.225967407,G,minor,0.00999212637544,902.599975586,0.134,0.0467,0.988,0.85,0.194,0.222,-21.691,0.09,-21.691,dark,tonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
"Prelude, Op. 28 No. 4",Truls Mørk | Kathryn Stott,255,99.1204299927,B,minor,0.00428101886064,149.653335571,0.00943,0.0441,0.993,0.607,0.0899,0.168,-30.099,0.0315,-30.099,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Pavane pour un infante defunte,Kathryn Stott,717,93.9735031128,G,major,0.000827648909763,406.533325195,0.00357,0.0725,0.994,0.93,0.0889,0.47,-29.153,0.106,-29.153,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"Cello Sonata in G minor, Op. 65: II. Scherzo. Allegro con brio",Truls Mørk | Kathryn Stott,569,143.547424316,D,minor,0.0887766182423,279.746673584,0.0964,0.0445,0.989,0.889,0.247,0.25,-21.455,0.166,-21.455,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"Etude, Op. 25 No. 7",Truls Mørk | Kathryn Stott,693,178.206207275,E,minor,0.0390035398304,341.946655273,0.028,0.0472,0.986,0.853,0.111,0.122,-28.733,0.0684,-28.733,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"Waltz, Op. 34 No. 2",Truls Mørk | Kathryn Stott,762,129.244140625,A,minor,0.125772252679,387.533325195,0.0139,0.0474,0.978,0.659,0.114,0.163,-30.708,0.113,-30.708,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"Cello Sonata in G minor, Op. 65: III. Largo",Truls Mørk | Kathryn Stott,409,90.0342254639,A#,major,0.00375354336575,254.266662598,0.0119,0.0446,0.972,0.77,0.0965,0.168,-30.397,0.0517,-30.397,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Dance It,Joanna MacGregor,352,120.0337677,C#,minor,0.0314277149737,169.456329346,0.357,0.0536,0.901,0.825,0.166,0.475,-21.957,0.235,-21.957,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Sextet,Joanna MacGregor,301,132.220825195,F#,minor,0.690754592419,140.186660767,0.215,0.127,0.176,0.743,0.11,0.641,-18.857,0.0816,-18.857,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Rabbit Hop,Joanna MacGregor,495,172.265625,C,major,0.898820757866,176.586669922,0.923,0.167,0.324,0.224,0.0882,0.603,-11.217,0.889,-11.217,bright,tonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Invocation,Joanna MacGregor,649,153.149887085,A,minor,0.406712472439,327.546661377,0.152,0.0736,0.929,0.916,0.114,0.292,-24.688,0.333,-24.688,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Reedroy,Joanna MacGregor,261,148.000961304,C,major,0.372748583555,106.453330994,0.262,0.32,0.799,0.213,0.0543,0.658,-14.371,0.694,-14.371,bright,tonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Double Bass Duo,Joanna MacGregor,310,120.536445618,F,minor,0.589319288731,158,0.064,0.106,0.707,0.886,0.113,0.641,-31.301,0.253,-31.301,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Good for Goodie,Joanna MacGregor,310,111.935928345,A,minor,0.503812074661,154.199996948,0.288,0.216,0.694,0.808,0.0847,0.505,-12.741,0.415,-12.741,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Bird's Lament,Joanna MacGregor,346,87.2851715088,G,minor,0.0366381667554,233.733337402,0.157,0.0335,0.771,0.808,0.0847,0.359,-16.659,0.279,-16.659,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Theme and Variations,Joanna MacGregor,425,120.95199585,G,major,0.0211361199617,210.160003662,0.233,0.0374,0.938,0.861,0.184,0.343,-23.833,0.11,-23.833,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Single Foot,Joanna MacGregor,272,114.528610229,F,minor,0.931623697281,143.199996948,0.594,0.0362,0.375,0.961,0.103,0.547,-10.57,0.427,-10.57,dark,tonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Dawn,Meredith Monk,683,136.526000977,D,minor,0.0184413250536,329.893341064,0.119,0.037,0.983,0.277,0.0702,0.174,-22.864,0.0379,-22.864,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Vision,Meredith Monk,173,172.265533447,E,major,0.0445456728339,76.8522415161,0.0927,0.0444,0.97,0.000399,0.162,0.291,-20.348,0.116,-20.348,dark,atonal,voice,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Gotham Lullaby,Meredith Monk,423,89.5199890137,D,major,0.0429449081421,259.017150879,0.0769,0.0453,0.987,0.272,0.117,0.346,-18.929,0.0918,-18.929,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Biography,Meredith Monk,1096,129.416213989,D,minor,0.00232888408937,572.834838867,0.205,0.124,0.975,0.000268,0.0539,0.353,-18.829,0.0927,-18.829,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Plague,Meredith Monk,445,155.68031311,E,minor,0.0673234686255,194.768981934,0.983,0.806,0.82,1.2e-05,0.81,0.535,-16.945,0.0278,-16.945,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Cave Song,Meredith Monk,490,142.909210205,F#,minor,0.282706856728,229.77305603,0.0275,0.0403,0.988,0.000149,0.079,0.417,-22.417,0.2,-22.417,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Eva's Song,Meredith Monk,100,122.80091095,F,minor,0.731215000153,50.7820396423,0.00665,0.0559,0.937,9.77e-05,0.0942,0.384,-27.601,0.724,-27.601,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Evening,Meredith Monk,344,142.241073608,F,minor,0.22683224082,172.277557373,0.00448,0.0476,0.989,0.715,0.138,0.213,-32.444,0.173,-32.444,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Quarry Lullaby,Meredith Monk,279,142.268768311,G,minor,0.0387201607227,125.0753479,0.0501,0.0364,0.967,0.709,0.119,0.113,-23.257,0.0366,-23.257,dark,atonal,instrumental,sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Wheel,Meredith Monk,473,142.11807251,C#,minor,0.265264153481,220.213317871,0.113,0.0418,0.956,0.832,0.285,0.235,-21.192,0.392,-21.192,dark,atonal,instrumental,sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Danzas españolas: Molto allegro brillante,Alicia de Larrocha,652,172.265518188,A#,major,0.265926778316,310.472564697,0.119,0.0419,0.991,0.89,0.103,0.27,-18.112,0.1,-18.112,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
