title,artist,beat_count,bpm,key,key_scale,average_loudness,length,energy,speechiness,acousticness,instrumentalness,liveness,danceability,loudness,valence,time_signature,timbre,tonal_atonal,voice_instrumental,mood_sad,mood_relaxed,mood_party,mood_happy,mood_electronic,mood_aggressive,mood_acoustic
The Isolation of Mister,John Mellencamp,615,110.985725403,F,major,0.907920062542,334.915924072,0.569,0.0268,0.531,0.0314,0.128,0.751,-10.03,0.628,-10.03,bright,atonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Mrs. Robinson,Paul Simon,420,101.936759949,D,major,0.209784537554,230.556732178,0.64,0.0327,0.201,0.00609,0.384,0.531,-11.794,0.756,-11.794,dark,atonal,voice,sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Head Games,Foreigner,481,117.153518677,C,minor,0.937175869942,246.726531982,0.693,0.0249,0.0139,0,0.0596,0.678,-6.133,0.623,-6.133,dark,tonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
3/5 of a Mile in 10 Seconds,Jefferson Airplane,740,162.168273926,E,minor,0.881375491619,285.28036499,0.815,0.0478,0.137,5.06e-05,0.261,0.472,-9.725,0.593,-9.725,dark,atonal,voice,not_sad,not_relaxed,party,happy,electronic,aggressive,not_acoustic
I Didn't Mean to Turn You On,Robert Palmer,446,120.625320435,G#,major,0.887125551701,222.615509033,0.485,0.053,0.0937,0.696,0.255,0.68,-15.589,0.967,-15.589,bright,tonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Rock of All Ages,Badfinger,467,142.630767822,C,major,0.893540918827,197.381225586,0.665,0.032,0.00118,0.000124,0.394,0.552,-8.091,0.663,-8.091,bright,atonal,voice,not_sad,not_relaxed,party,happy,electronic,aggressive,not_acoustic
Subway Train,New York Dolls,623,138.398254395,D,major,0.931869387627,283.271850586,0.708,0.0329,0.00444,0.000184,0.163,0.337,-9.738,0.664,-9.738,bright,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Million Miles Away,Kim Wilde,311,93.7300643921,B,major,0.799262046814,186.514282227,0.643,0.0331,0.144,3.03e-05,0.0577,0.564,-11.389,0.297,-11.389,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
68 Guns,The Alarm,464,142.405776978,F#,major,0.766629040241,198.042999268,0.942,0.099,0.0024,0,0.948,0.222,-5.172,0.255,-5.172,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Canard du jour,Frank Zappa,1189,114.432067871,F,major,0.275328069925,597.106933594,0.295,0.0537,0.301,0.000258,0.0671,0.596,-15.364,0.216,-15.364,bright,tonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Golden Surf II,Pere Ubu,728,178.205780029,A,minor,0.942619085312,250.409790039,0.813,0.0461,0.0509,0.508,0.33,0.409,-10.262,0.221,-10.262,dark,atonal,instrumental,not_sad,not_relaxed,not_party,not_happy,not_electronic,aggressive,not_acoustic
Just Take My Heart,Mr. Big,458,84.4130477905,C,major,0.668596625328,265.264770508,0.362,0.0349,0.483,0,0.0996,0.508,-9.369,0.207,-9.369,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Never Understand,The Jesus and Mary Chain,256,84.3054962158,B,major,0.972070872784,179.111999512,0.961,0.0528,3.35e-05,0.837,0.201,0.204,-4.214,0.388,-4.214,dark,atonal,voice,not_sad,relaxed,party,happy,not_electronic,aggressive,not_acoustic
Bridge Over Troubled Water,Simon & Garfunkel,884,152.608642578,D#,major,0.220550149679,374.569793701,0.206,0.0323,0.822,0.000649,0.115,0.149,-13.888,0.264,-13.888,bright,atonal,voice,not_sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Show Me the Way,Peter Frampton,476,132.30015564,D,major,0.877436041832,216.106674194,0.726,0.0329,0.434,1.1e-06,0.0963,0.7,-7.717,0.641,-7.717,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Make Room,Sugar Ray | Tha Alkaholiks,380,95.7389602661,A#,major,0.906549096107,239.751831055,0.703,0.0818,0.0139,0,0.339,0.719,-6.487,0.736,-6.487,dark,tonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Milk Cow Blues,Eddie Cochran,309,112.938850403,E,major,0.849413990974,162.821228027,0.499,0.0527,0.174,0,0.171,0.611,-8.101,0.536,-8.101,bright,tonal,voice,not_sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Double Dealin',The Quireboys,369,95.3599624634,D,major,0.940210998058,233.012237549,0.923,0.0865,0.057,0.0273,0.3,0.434,-5.696,0.289,-5.696,dark,atonal,voice,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Rule The World,Take That,770,164.123519897,D,major,0.774652183056,296.986114502,0.774,0.034,0.0376,0,0.348,0.357,-4.226,0.348,-4.226,bright,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Song #1,Fugazi,295,95.6829681396,A,minor,0.94065618515,180.349380493,0.806,0.0473,0.000572,0.000148,0.103,0.43,-7.672,0.468,-7.672,bright,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Get on Home,Steve Miller Band,558,137.292572021,E,major,0.90402764082,244.427749634,0.772,0.0558,0.336,0,0.232,0.595,-9.68,0.703,-9.68,bright,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Have Yourself a Merry Little Christmas,America,496,133.963897705,B,major,0.668338596821,223.946670532,0.264,0.0447,0.81,0.235,0.0856,0.394,-9.874,0.294,-9.874,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Dreams,The Allman Brothers Band,1481,128.92640686,G,major,0.715689837933,694.465332031,0.426,0.0304,0.604,0.7,0.127,0.36,-14.435,0.54,-14.435,bright,tonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Black Me Out,Against Me!,330,104.643302917,E,major,0.862996995449,187.820404053,0.885,0.0371,0.00144,7.19e-06,0.121,0.52,-4.432,0.602,-4.432,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Through the Barricades (extended version),Spandau Ballet,904,146.113586426,C,major,0.525067031384,424.724884033,0.386,0.0307,0.0905,0.000528,0.353,0.324,-13.418,0.153,-13.418,bright,atonal,voice,not_sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Take Me to the Top,Mötley Crüe,598,172.265823364,G,minor,0.96513903141,223.634292603,0.817,0.0409,3.9e-06,0.222,0.123,0.294,-6.577,0.554,-6.577,bright,tonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
She's Got the Look,Guttermouth,442,164.377410889,E,major,0.972572565079,161.828567505,0.968,0.0862,0.114,0,0.404,0.545,-3.773,0.841,-3.773,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Only Love Can Break Your Heart,"Crosby, Stills, Nash & Young",370,100.127883911,C,major,0.518695473671,207.699584961,0.257,0.0482,0.56,0,0.695,0.514,-12.739,0.307,-12.739,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
School,Wreckless Eric,391,102.467811584,C,major,0.63424962759,225.724075317,0.372,0.029,0.853,2.27e-06,0.11,0.372,-6.234,0.262,-6.234,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Three Hammers,DragonForce,705,124.898025513,C#,major,0.914927482605,345.287994385,0.927,0.0756,2.46e-05,3.72e-05,0.196,0.24,-4.296,0.37,-4.296,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
Savages,Theory of a Deadman | Alice Cooper,351,97.5133132935,F#,minor,0.955710411072,213.446533203,0.954,0.0493,2.49e-05,1.5e-06,0.126,0.495,-3.612,0.491,-3.612,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Last to Know,P!nk,646,164.323196411,A,minor,0.905147969723,243.053329468,0.946,0.0781,0.0215,0.005,0.109,0.498,-3.127,0.483,-3.127,dark,tonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Love to Love You,The Kelly Family,323,84.001701355,D#,major,0.973810553551,231.235916138,0.755,0.0401,0.197,0,0.639,0.791,-4.062,0.627,-4.062,bright,tonal,voice,sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
The Bunk Up,The Melvins,963,137.098144531,A,minor,0.793780267239,455.862854004,0.593,0.0468,0.0145,0.892,0.272,0.333,-7.262,0.295,-7.262,dark,atonal,instrumental,not_sad,not_relaxed,not_party,not_happy,not_electronic,aggressive,not_acoustic
Butterfly,Gladys Knight & The Pips,574,136.309432983,D,major,0.57513833046,254.093063354,0.587,0.0589,0.743,0,0.371,0.479,-11.409,0.596,-11.409,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Stoplight Roses,Nick Lowe,469,162.592697144,E,major,0.673609495163,182.83102417,0.202,0.0338,0.871,0.000109,0.362,0.427,-13.606,0.205,-13.606,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Up and Down Around,The Muffs,465,118.212745667,A#,major,0.96205419302,239.653335571,0.827,0.0395,0.000933,0,0.128,0.483,-2.726,0.596,-2.726,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Roll Me Up,Willie Nelson,472,95.2594223022,C,major,0.927886366844,292.205718994,0.828,0.0493,0.237,0.000928,0.338,0.671,-7.535,0.726,-7.535,bright,tonal,instrumental,not_sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Unchained Melody,Gerry & the Pacemakers,290,76.0719223022,C,major,0.773274302483,214.134414673,0.523,0.032,0.676,0.0167,0.0764,0.318,-9.569,0.495,-9.569,bright,atonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Star Spangled Banner,Jimi Hendrix,425,111.936050415,C,minor,0.956558942795,223.503677368,0.898,0.177,0.608,0.868,0.428,0.209,-9.236,0.358,-9.236,bright,atonal,instrumental,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Tragedy and Mystery,China Crisis,574,115.688011169,D,major,0.84449416399,289.724090576,0.54,0.0358,0.123,0.00111,0.108,0.795,-14.842,0.965,-14.842,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Hold 'em Joe,Harry Belafonte,247,94.4887390137,D#,major,0.225424051285,156.290618896,0.534,0.0582,0.61,0,0.238,0.767,-7.514,0.889,-7.514,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Thunderbuck Ram,Mott the Hoople,552,111.675125122,A,minor,0.946330547333,270.191741943,0.834,0.041,0.000562,0.449,0.143,0.225,-7.539,0.375,-7.539,bright,tonal,instrumental,not_sad,not_relaxed,not_party,not_happy,not_electronic,aggressive,not_acoustic
2 Pints of Lager and a Packet of Crisps Please,Splodgenessabounds,303,139.493408203,A,minor,0.935453236103,131.213058472,0.888,0.0606,0.000504,7e-06,0.0773,0.523,-8.354,0.913,-8.354,bright,atonal,voice,not_sad,not_relaxed,not_party,not_happy,not_electronic,aggressive,not_acoustic
Disorder,Joy! Division,307,85.2333221436,D#,major,0.840909779072,211.565719604,0.798,0.124,0.00033,0.692,0.176,0.32,-7.078,0.74,-7.078,bright,atonal,voice,not_sad,not_relaxed,party,happy,electronic,aggressive,not_acoustic
Narco Martenot,Stereolab,407,91.1990890503,D,major,0.973287582397,263.20980835,0.876,0.058,4.77e-06,0.606,0.0622,0.209,-6.328,0.436,-6.328,bright,atonal,instrumental,not_sad,not_relaxed,not_party,happy,not_electronic,aggressive,not_acoustic
Do You Love Me,Mud,456,135.13482666,C,major,0.914774477482,199.366531372,0.741,0.0676,0.513,0.000354,0.137,0.536,-9.197,0.739,-9.197,bright,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,acoustic
I Don't Know Why (I Just Do),Nat King Cole,350,111.975563049,F,major,0.83807682991,192.992660522,0.0412,0.0603,0.994,0.286,0.107,0.592,-21.465,0.159,-21.465,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
You've Got to Pay,The Only Ones,384,137.191955566,B,major,0.913784921169,167.255981445,0.545,0.088,0.377,4.29e-06,0.14,0.512,-13.531,0.921,-13.531,bright,tonal,voice,not_sad,relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Bread & Roses,John Denver,403,100.462181091,D,major,0.287421584129,242.181228638,0.325,0.0268,0.401,0,0.0529,0.521,-13.185,0.113,-13.185,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
"Stop, Look and Listen",Belle and Sebastian,518,126.403129578,A,major,0.897005140781,246.586669922,0.792,0.0676,0.596,0,0.42,0.57,-6.226,0.75,-6.226,bright,tonal,voice,sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Cast Iron,Superchunk,561,138.692550659,C,major,0.894239664078,247.379592896,0.88,0.0555,4.36e-06,0.134,0.275,0.346,-8.829,0.448,-8.829,bright,tonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
International Rescue,Fuzzbox,445,128.138061523,F,minor,0.95456558466,208.439971924,0.905,0.0542,0.00488,0.00793,0.166,0.526,-6.854,0.559,-6.854,dark,tonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Caramel (live),Suzanne Vega,390,118.472717285,G,minor,0.865378797054,196.257965088,0.266,0.0531,0.642,0.000274,0.887,0.632,-13.952,0.204,-13.952,dark,tonal,voice,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Like Suicide,Soundgarden,695,95.9219284058,A#,major,0.870266675949,431.726776123,0.566,0.0266,8.77e-06,0.373,0.182,0.416,-6.342,0.232,-6.342,dark,atonal,instrumental,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Peace of Mind,John Waite,428,92.6456375122,A,major,0.939432919025,277.524902344,0.822,0.0616,0.00589,0,0.176,0.586,-4.832,0.474,-4.832,dark,tonal,instrumental,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
"Pé na porta, soco na cara",Matanza,451,150.239303589,F,major,0.894500255585,180.767349243,0.975,0.0774,0.00201,2.45e-06,0.591,0.522,-3.293,0.715,-3.293,dark,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Getting Out of Hand,The Bangles,303,135.933914185,F,major,0.785159766674,135.183670044,0.641,0.027,0.0104,6.25e-06,0.0982,0.651,-6.359,0.923,-6.359,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Homicidal Suicidal,Budgie,974,147.700302124,D#,major,0.91357678175,404.453887939,0.709,0.0834,0.00132,0.172,0.0873,0.392,-15.713,0.486,-15.713,dark,atonal,instrumental,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Pretty Flamingo,Manfred Mann,283,111.81401062,C,major,0.938338816166,152.206802368,0.594,0.0279,0.114,0,0.743,0.553,-9.03,0.841,-9.03,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Cabelo,Jorge Ben Jor,540,146.068466187,G,minor,0.878087341785,226.847351074,0.38,0.059,0.0307,0.0551,0.0842,0.72,-16.4,0.906,-16.4,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Stairway to Heaven,Neil Sedaka | Stan Applebaum and His Orchestra,351,128.944000244,F,major,0.922732114792,165.01550293,0.874,0.0423,0.801,0,0.112,0.515,-4.408,0.926,-4.408,bright,atonal,voice,not_sad,not_relaxed,party,happy,electronic,aggressive,not_acoustic
For All the Cows,Foo Fighters,468,135.028076172,E,minor,0.708108127117,214.961639404,0.542,0.0344,0.0323,0.00262,0.237,0.366,-9.655,0.513,-9.655,dark,atonal,voice,not_sad,relaxed,party,happy,electronic,aggressive,not_acoustic
Butterfly,Jamiroquai,423,94.7929229736,A#,major,0.917546868324,268.840637207,0.652,0.0702,0.0477,0.12,0.119,0.673,-9.051,0.738,-9.051,dark,atonal,instrumental,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Adrenaline,Shinedown,546,161.583740234,C#,minor,0.959447622299,205.66204834,0.986,0.0634,5.17e-05,9.21e-05,0.291,0.467,-2.69,0.4,-2.69,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Rock ’n’ Roll Telephone,Nazareth,873,152.038894653,D#,major,0.944121718407,345.469390869,0.954,0.0932,0.0123,3.88e-06,0.332,0.55,-4.48,0.655,-4.48,dark,atonal,voice,not_sad,relaxed,party,happy,electronic,not_aggressive,not_acoustic
Good Morning Little School Girl,Muddy Waters,564,166.042419434,A,major,0.887569189072,206.207977295,0.307,0.0836,0.689,0.00663,0.0843,0.626,-14.645,0.62,-14.645,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Guerrilla Radio,Rage Against the Machine,352,103.224258423,F,minor,0.921531260014,206.22076416,0.957,0.188,0.0129,7.06e-05,0.155,0.599,-5.764,0.489,-5.764,dark,tonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
This Christmas,Diana Ross,407,93.5309524536,F#,minor,0.363009333611,247.275100708,0.354,0.0384,0.857,0.0358,0.0977,0.432,-10.364,0.379,-10.364,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Everybody's Talking,Nilsson,331,127.245643616,D#,major,0.694016873837,157.160003662,0.428,0.0335,0.563,0,0.201,0.507,-10.614,0.573,-10.614,bright,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Heartbreak Beat (extended mix),The Psychedelic Furs,993,122.229003906,G,major,0.912426352501,488.64654541,0.691,0.0382,0.235,0.0138,0.44,0.662,-11.707,0.662,-11.707,bright,tonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Lost in the Blues,The House of Love,549,150.877593994,F,major,0.873175740242,226.826660156,0.545,0.0264,0.0124,0.282,0.111,0.429,-6.994,0.29,-6.994,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
"Hello, Dolly!",Frank Sinatra | Count Basie,249,92.8074493408,D,minor,0.794317424297,161.123260498,0.635,0.131,0.613,0,0.349,0.344,-11.693,0.623,-11.693,bright,atonal,voice,not_sad,not_relaxed,party,happy,electronic,aggressive,not_acoustic
Jihad,Slayer,508,129.590072632,D#,minor,0.853920817375,271.57333374,0.99,0.171,4.36e-05,0.417,0.0366,0.322,-1.785,0.146,-1.785,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Beware of the Flowers ('Cos I'm Sure They're Going to Get You Yeh!),John Otway,275,111.379943848,A,major,0.90672659874,149.498779297,0.909,0.127,0.0177,0.00205,0.319,0.381,-5.375,0.612,-5.375,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Scream Dream,Ted Nugent,523,162.304702759,D,minor,0.916476011276,198.37387085,0.837,0.133,0.00183,0.111,0.377,0.28,-10.001,0.568,-10.001,bright,atonal,instrumental,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
"Ya, Ya, Ya, Ya",The Mr. T Experience,178,99.6173019409,A,minor,0.969073653221,103.560997009,0.927,0.039,1.11e-05,0.592,0.308,0.468,-7.211,0.507,-7.211,bright,tonal,instrumental,not_sad,not_relaxed,not_party,not_happy,electronic,aggressive,not_acoustic
Sweet Revenge,Krisiun,717,178.205551147,D,major,0.920583307743,244.11428833,0.966,0.105,1.93e-05,0.64,0.182,0.244,-2.454,0.38,-2.454,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
Summer Lightning,Camel,719,129.49307251,E,minor,0.959519088268,336.875091553,0.769,0.0412,0.0335,0.000455,0.299,0.546,-9.201,0.736,-9.201,dark,tonal,instrumental,not_sad,not_relaxed,party,happy,electronic,aggressive,not_acoustic
Eleanor Put Your Boots On,Franz Ferdinand,420,144.601531982,G,major,0.834605336189,176.36000061,0.501,0.0372,0.597,0.000231,0.0993,0.428,-6.364,0.146,-6.364,bright,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Six O’Clock,Ringo Starr,362,88.6403656006,C#,major,0.451361387968,245.211425781,0.34,0.0363,0.44,0,0.084,0.58,-15.413,0.337,-15.413,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
"Rock and Roll, Part Two",Gary Glitter,388,129.578384399,D,major,0.978266537189,180.533340454,0.314,0.082,0.000292,0.785,0.0857,0.71,-10.666,0.401,-10.666,bright,atonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
No mar,Natiruts,322,104.8490448,D,major,0.930997908115,184.320007324,0.646,0.0421,0.186,0.00777,0.0788,0.749,-9.221,0.58,-9.221,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Lester Leaps In,The Monochrome Set,244,96.5160522461,A,minor,0.968972623348,152.255981445,0.936,0.0367,2.59e-05,0.885,0.404,0.401,-8.966,0.966,-8.966,bright,tonal,instrumental,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Tom Traubert’s Blues (Four Sheets to the Wind in Copenhagen),Tom Waits,838,135.695724487,F,major,0.738102197647,399.034912109,0.275,0.0317,0.799,6.52e-06,0.172,0.302,-12.81,0.328,-12.81,bright,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Bonfire Heart,James Blunt,465,117.931968689,C,major,0.902137577534,238.050979614,0.821,0.0527,0.181,0,0.124,0.575,-5.7,0.449,-5.7,bright,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Joshua's Song,Bad Brains,97,178.205871582,B,minor,0.961564540863,33.9591827393,0.976,0.0684,0.000735,0.369,0.0972,0.269,-10.024,0.23,-10.024,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
You’re the Best Thing,The Style Council,367,83.8209457397,B,major,0.861793458462,263.262054443,0.723,0.0358,0.432,3.96e-05,0.102,0.604,-6.458,0.68,-6.458,bright,atonal,voice,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Think Again,ABC,437,118.482940674,D,minor,0.930197238922,221.910202026,0.56,0.0421,0.0292,0.0222,0.0481,0.797,-13.374,0.722,-13.374,bright,atonal,voice,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Devils Whorehouse,Misfits,192,110.291137695,E,minor,0.928405940533,105.795921326,0.915,0.0519,0.0264,0,0.324,0.583,-10.807,0.494,-10.807,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
"Untouchable, Part 2",Anathema,714,129.215866089,G#,major,0.442276388407,333.531433105,0.241,0.0332,0.836,2.23e-05,0.918,0.354,-13.601,0.206,-13.601,bright,atonal,voice,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Em setembro,Cólera,270,152.216995239,G#,major,0.959748208523,108.408164978,0.908,0.12,0.00255,0.443,0.176,0.432,-8.337,0.621,-8.337,bright,tonal,instrumental,not_sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Staring at the Sun,Level 42,592,126.069290161,G,major,0.757278740406,281.495513916,0.696,0.0331,0.196,2.95e-06,0.249,0.56,-7.151,0.242,-7.151,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Alive,Descendents,492,129.999191284,A,major,0.949852585793,222.64163208,0.895,0.0432,5.78e-05,0,0.0652,0.263,-5.019,0.478,-5.019,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,aggressive,not_acoustic
Top of the World,Blues Traveler | Hanson,391,89.9722747803,G,major,0.924435257912,261.466674805,0.757,0.0602,0.0192,0,0.104,0.687,-5.641,0.49,-5.641,bright,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Stillness of Heart,Lenny Kravitz,664,153.927474976,A#,major,0.889452457428,259.239196777,0.505,0.0237,7.31e-05,0.00362,0.266,0.541,-7.226,0.398,-7.226,bright,tonal,instrumental,not_sad,relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Money Talks,Penetration,162,95.7164535522,A#,minor,0.507780790329,102.556732178,0.726,0.127,0.101,0,0.127,0.754,-5.983,0.749,-5.983,bright,tonal,voice,not_sad,not_relaxed,not_party,not_happy,not_electronic,aggressive,not_acoustic
Malaguena,Connie Francis,410,136.171920776,C,minor,0.654273211956,184.366439819,0.433,0.0307,0.616,0.000103,0.755,0.297,-9.832,0.265,-9.832,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
My Sister’s Tiny Hands,Andrew Bird,390,103.509735107,C,minor,0.540247499943,223.965148926,0.198,0.0302,0.936,3.52e-06,0.0924,0.589,-11.283,0.3,-11.283,bright,atonal,voice,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Da Vinci,Weezer,500,125.986221313,A#,minor,0.820542752743,245.656570435,0.632,0.057,0.0641,0.0447,0.215,0.56,-4.566,0.578,-4.566,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Starcrossed (Lovers of the Night),Diamond Head,591,132.934341431,D#,minor,0.854655742645,267.232666016,0.865,0.057,3.25e-05,0.146,0.0529,0.455,-11.329,0.226,-11.329,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Ghouldiggers,Ministry,839,107.446815491,D,major,0.751515030861,473.155914307,0.953,0.0458,0.00028,0.105,0.0914,0.53,-5.952,0.22,-5.952,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Panama,Sailor,616,178.205352783,A,major,0.711227476597,209.293334961,0.688,0.0431,0.282,0.00027,0.674,0.309,-12.02,0.905,-12.02,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
The Dancing Marquis,Marc Almond,516,136.969284058,A,minor,0.961426734924,226.664489746,0.831,0.0454,0.000654,2.42e-06,0.119,0.53,-6.285,0.629,-6.285,bright,tonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Somewhere Only We Know,Keane,657,172.265075684,D,major,0.799173295498,236.066665649,0.655,0.0259,0.0794,7.61e-06,0.0849,0.453,-4.22,0.368,-4.22,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Food for Thought,UB40,546,131.522796631,G,major,0.76572072506,250.106674194,0.532,0.0848,0.00553,0.784,0.195,0.868,-13.47,0.964,-13.47,bright,atonal,instrumental,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Rainbow,Robert Plant,633,148.035110474,A,major,0.607072174549,257.959197998,0.523,0.0284,0.415,0.35,0.281,0.432,-8.937,0.299,-8.937,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
