title,artist,beat_count,bpm,key,key_scale,average_loudness,length,energy,speechiness,acousticness,instrumentalness,liveness,danceability,loudness,valence,time_signature,timbre,tonal_atonal,voice_instrumental,mood_sad,mood_relaxed,mood_party,mood_happy,mood_electronic,mood_aggressive,mood_acoustic
El pañuelito,Osvaldo Pugliese,327,111.394813538,F#,minor,0.386915832758,162.899597168,0.264,0.0384,0.945,0.000321,0.0595,0.461,-12.441,0.518,-12.441,dark,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
La cieguita,Osvaldo Pugliese | Jorge Vidal,325,111.876876831,F,minor,0.581207692623,169.456329346,0.569,0.0991,0.791,0.000423,0.301,0.506,-6.342,0.659,-6.342,bright,atonal,instrumental,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
La cumparsita,Osvaldo Pugliese,389,111.02960968,G,minor,0.0322125852108,218.775512695,0.262,0.0848,0.893,0,0.63,0.339,-14.753,0.491,-14.753,dark,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Yuyo verde,Osvaldo Pugliese,335,117.661056519,C,major,0.586748898029,166.504486084,0.391,0.0443,0.954,0.000223,0.176,0.452,-6.321,0.411,-6.321,bright,atonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Indio manso,Carlos Di Sarli,325,114.725517273,A,minor,0.850797176361,170.736328125,0.3,0.0323,0.647,0.864,0.371,0.477,-10.192,0.499,-10.192,dark,atonal,instrumental,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Bahía Blanca,Carlos Di Sarli,320,117.354553223,F#,minor,0.870747983456,164.048980713,0.393,0.0294,0.921,0.864,0.168,0.452,-8.051,0.411,-8.051,dark,atonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Verdemar,Carlos Di Sarli,358,119.610313416,E,minor,0.300020456314,172.319976807,0.318,0.0356,0.684,0.469,0.353,0.278,-12.632,0.385,-12.632,bright,tonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Nubes de humo,Carlos Di Sarli | Edmundo Rivero,310,120.060623169,A,major,0.512320160866,170.615982056,0.466,0.0544,0.756,0.000346,0.447,0.462,-9.445,0.529,-9.445,dark,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Mañana zarpa un barco,Carlos Di Sarli,317,122.801528931,C,major,0.483137965202,160.127975464,0.334,0.0435,0.993,0.0267,0.213,0.526,-8.238,0.679,-8.238,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Don Juan,Carlos Di Sarli,327,118.560470581,A,major,0.837792754173,166.269393921,0.216,0.0454,0.796,0.398,0.0528,0.688,-9.967,0.474,-9.967,dark,atonal,instrumental,sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Organito de la tarde,Carlos Di Sarli,325,117.469276428,C,major,0.626119494438,164.975982666,0.349,0.0342,0.818,0.803,0.0431,0.458,-7.664,0.661,-7.664,bright,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Nada,Carlos Di Sarli,327,120.807113647,C,major,0.770337700844,163.918365479,0.472,0.0482,0.981,0.461,0.543,0.531,-6.455,0.556,-6.455,bright,atonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Milonguero viejo,Carlos Di Sarli,322,138.890808105,E,major,0.871471226215,139.88571167,0.415,0.0547,0.893,0.796,0.346,0.521,-7.147,0.524,-7.147,dark,atonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Marianito,Carlos Di Sarli,326,115.602859497,D,major,0.298496574163,170.422851563,0.167,0.064,0.979,0.705,0.119,0.734,-11.846,0.586,-11.846,bright,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Medallita de la suerte,Alfredo De Angelis | Oscar Larroca,390,128.918884277,A,major,0.761449992657,183.275100708,0.438,0.0389,0.877,5.4e-06,0.247,0.569,-5.594,0.716,-5.594,bright,tonal,instrumental,sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Volvamos a empezar,Alfredo De Angelis | Oscar Larroca,380,126.308181763,B,minor,0.894105494022,183.066116333,0.23,0.0435,0.891,3.51e-06,0.271,0.531,-12.747,0.735,-12.747,dark,tonal,instrumental,sad,relaxed,not_party,happy,electronic,not_aggressive,acoustic
Cómo se muere de amor,Alfredo De Angelis | Floreal Ruiz | Néstor Rodi,373,117.703926086,E,minor,0.560106813908,187.689788818,0.338,0.0515,0.881,0.000374,0.156,0.65,-7.494,0.569,-7.494,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Rosicler,Alfredo De Angelis | Julio Martel,381,123.479705811,D,major,0.567164123058,189.28326416,0.328,0.0602,0.983,0.434,0.365,0.52,-6.656,0.444,-6.656,bright,atonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Bailarín compadrito,Alfredo De Angelis | Oscar Larroca,390,126.345527649,G,minor,0.812998354435,185.364898682,0.42,0.0396,0.958,8.35e-06,0.048,0.592,-4.601,0.87,-4.601,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Misa de once,Alfredo De Angelis | Julio Martel,379,123.622116089,A,major,0.294683873653,188.003265381,0.397,0.0525,0.97,0.0295,0.544,0.547,-4.649,0.544,-4.649,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Adiós muchachos,Alfredo De Angelis | Julio Martel,326,123.661193848,C,major,0.704441964626,160.548568726,0.28,0.0592,0.978,0.000301,0.297,0.615,-10.674,0.832,-10.674,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Cuando llora la milonga,Alfredo De Angelis,350,128.637664795,E,minor,0.693268716335,164.728164673,0.483,0.0302,0.765,0.0733,0.359,0.586,-5.736,0.762,-5.736,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Marioneta,Alfredo De Angelis | Floreal Ruiz,326,119.461524963,D,major,0.529361844063,165.381225586,0.198,0.0746,0.933,9.59e-05,0.0723,0.718,-8.225,0.561,-8.225,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Soy una fiera,Alfredo De Angelis,304,112.474723816,C,minor,0.707965493202,164.257965088,0.655,0.0491,0.799,3.33e-06,0.355,0.594,-5.315,0.834,-5.315,bright,tonal,voice,sad,not_relaxed,not_party,happy,electronic,not_aggressive,acoustic
Cambalache,Roberto Goyeneche,84,112.816841125,C,major,0.958178520203,43.7812232971,0.41,0.0992,0.878,1.2e-06,0.235,0.551,-9.646,0.775,-9.646,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Mano a mano,Roberto Goyeneche,118,96.6848526001,D,minor,0.951321840286,71.9412231445,0.473,0.0777,0.858,0.23,0.331,0.451,-7.49,0.51,-7.49,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Mi canción de ausencia,Roberto Goyeneche,214,120.087234497,D#,minor,0.372938126326,114.128982544,0.403,0.0586,0.888,0.0122,0.0942,0.32,-13.001,0.0538,-13.001,dark,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Balada para un loco,Roberto Goyeneche,463,119.62247467,C,minor,0.333650052547,247.733337402,0.328,0.243,0.933,8.47e-06,0.233,0.432,-9.884,0.373,-9.884,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Garua,Roberto Goyeneche,64,107.667648315,D,minor,0.888669371605,35.2653045654,0.527,0.0598,0.721,0.0343,0.064,0.569,-6.993,0.668,-6.993,bright,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Yira... yira,Roberto Goyeneche,91,112.081336975,D#,major,0.912326931953,52.4799995422,0.376,0.033,0.871,0.00034,0.0823,0.407,-9.899,0.571,-9.899,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
El cantor de Buenos Aires,Roberto Goyeneche,69,95.0248794556,A,major,0.882350981236,34.6383666992,0.424,0.0988,0.714,2.07e-06,0.129,0.57,-10.017,0.706,-10.017,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Cuesta abajo,Roberto Goyeneche,323,110.325508118,D,major,0.731167674065,175.487976074,0.451,0.115,0.946,0.00644,0.109,0.615,-9.852,0.723,-9.852,bright,atonal,instrumental,sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Contramarca,Roberto Goyeneche,276,103.266433716,C,minor,0.6581813097,143.800003052,0.458,0.23,0.872,0,0.98,0.665,-12.433,0.888,-12.433,bright,atonal,voice,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Tamar,Roberto Goyeneche,316,117.284767151,G,major,0.574468374252,175.673461914,0.378,0.124,0.964,6.4e-06,0.283,0.566,-10.009,0.46,-10.009,bright,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Milonga que peina canas,Miguel Caló,263,105.095542908,G,major,0.591210067272,141.57333374,0.389,0.0599,0.933,0.674,0.172,0.721,-11.047,0.961,-11.047,bright,tonal,voice,sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Jamás retornarás,Miguel Caló,300,120.873901367,A,minor,0.391765624285,150.386932373,0.304,0.0444,0.934,0.29,0.0984,0.7,-7.406,0.513,-7.406,bright,tonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Los mareados,Miguel Caló | Ricardo Blanco,391,123.604240417,F,major,0.510739028454,197.642456055,0.197,0.137,0.995,0.583,0.159,0.577,-11.486,0.526,-11.486,bright,tonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Caminito,Miguel Caló | Ranko Fujisawa,397,122.241836548,G,major,0.282468378544,197.799179077,0.148,0.0413,0.82,0.535,0.0842,0.535,-18.842,0.369,-18.842,dark,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Sans souci,Miguel Caló,383,128.357086182,F,major,0.150674760342,181.968978882,0.369,0.0385,0.986,0.823,0.113,0.492,-7.383,0.423,-7.383,bright,atonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Elegante papirusa,Miguel Caló,320,122.802070618,A#,major,0.575468361378,155.820404053,0.312,0.0385,0.875,0.436,0.243,0.497,-11.381,0.613,-11.381,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Qué me van a hablar de amor,Miguel Caló | Roberto Arrieta,388,123.373657227,A,major,0.495477169752,202.866943359,0.388,0.0443,0.963,0.8,0.66,0.573,-5.17,0.541,-5.17,bright,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Tristezas de la calle Corrientes,Miguel Caló | Raúl Berón,334,120.223350525,A,minor,0.54355686903,166.635101318,0.38,0.0506,0.719,0.697,0.275,0.805,-3.679,0.801,-3.679,dark,atonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Yuyo verde,Miguel Caló | Roberto Rufino,294,120.607284546,G,major,0.499894231558,145.554290771,0.348,0.0459,0.884,0.000388,0.329,0.491,-10.182,0.542,-10.182,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
El bazar de los juguetes,Miguel Caló | Alberto Podestá,398,125.170974731,B,minor,0.749300956726,197.687988281,0.337,0.0445,0.935,5.6e-06,0.352,0.546,-5.66,0.532,-5.66,dark,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Re fa si,Osvaldo Fresedo,381,117.471946716,A,major,0.421332627535,195.108566284,0.523,0.0589,0.766,0.251,0.251,0.732,-5.394,0.578,-5.394,bright,tonal,instrumental,sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
El pollito,Osvaldo Fresedo,389,117.294319153,A#,major,0.461208879948,200.568161011,0.333,0.0858,0.845,0.231,0.15,0.689,-9.741,0.391,-9.741,bright,atonal,instrumental,sad,relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Silbando,Osvaldo Fresedo | Héctor Pacheco,327,120.007217407,C,major,0.101326711476,170.855987549,0.248,0.037,0.98,5.96e-05,0.328,0.481,-11.633,0.624,-11.633,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Pero yo sé,Osvaldo Fresedo | Héctor Pacheco,366,116.671577454,A,major,0.244577437639,184.894699097,0.246,0.0441,0.987,0.00614,0.191,0.478,-12.671,0.39,-12.671,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Nostalgias,Osvaldo Fresedo | Héctor Pacheco,401,114.75202179,D,minor,0.594895243645,209.99836731,0.271,0.066,0.975,0.0554,0.326,0.74,-11.612,0.867,-11.612,bright,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Discepolín,Osvaldo Fresedo | Héctor Pacheco,400,117.441345215,E,minor,0.336744427681,201.795913696,0.153,0.0501,0.942,0.00884,0.22,0.502,-11.048,0.397,-11.048,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Vida mía,Osvaldo Fresedo | Héctor Pacheco,392,111.617012024,C,major,0.522768616676,201.038360596,0.39,0.0389,0.879,6.81e-06,0.425,0.341,-11.906,0.453,-11.906,bright,atonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Sollozos,Osvaldo Fresedo | Héctor Pacheco,357,113.846282959,F,major,0.186661571264,188.995925903,0.262,0.0325,0.977,0.314,0.221,0.358,-11.094,0.35,-11.094,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Para lucirse,Osvaldo Fresedo,401,120.055221558,F#,minor,0.136860996485,204.695510864,0.422,0.0343,0.98,0.135,0.151,0.343,-9.718,0.504,-9.718,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
La casita de mis viejos,Osvaldo Fresedo | Héctor Pacheco,359,112.371520996,F,major,0.311822652817,191.735992432,0.268,0.0344,0.982,0.0522,0.295,0.416,-11.359,0.353,-11.359,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Tortazos,Alberto Castillo,221,101.445365906,D,minor,0.718152344227,128.447982788,0.51,0.515,0.954,0.00188,0.762,0.525,-14.326,0.922,-14.326,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Qué vachaché,Alberto Castillo,353,117.254737854,G,major,0.348634958267,180.815979004,0.35,0.097,0.897,0.00268,0.664,0.585,-12.291,0.662,-12.291,dark,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Que nadie sepa mi sufrir,Alberto Castillo,263,129.117462158,C,minor,0.548568189144,138.710205078,0.53,0.0492,0.943,8.31e-06,0.0794,0.484,-8.858,0.778,-8.858,bright,tonal,voice,sad,relaxed,not_party,happy,electronic,not_aggressive,acoustic
Tu palido final,Alberto Castillo,399,122.634941101,D,minor,0.227207899094,198.11265564,0.0919,0.0763,0.983,0.64,0.171,0.527,-19.097,0.414,-19.097,bright,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
El pescante,Alberto Castillo | Emilio Balcarce,408,125.983413696,E,major,0.300038635731,196.937149048,0.235,0.0543,0.865,0,0.139,0.58,-9.882,0.572,-9.882,dark,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Siga el baile,Alberto Castillo | Jorge Dragone,411,144.589553833,G,minor,0.942292273045,171.20652771,0.861,0.276,0.415,1.69e-05,0.0465,0.674,-5.892,0.778,-5.892,bright,tonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Así se baila el tango,Alberto Castillo | Enrique Alessio,311,128.28604126,G,major,0.560399413109,156.160003662,0.419,0.0689,0.967,0.0277,0.0898,0.677,-9.302,0.89,-9.302,bright,atonal,voice,sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Margot,Alberto Castillo | Ángel Condercuri,278,117.12335968,C,minor,0.568282663822,139.650619507,0.19,0.268,0.97,0.00183,0.163,0.623,-16.844,0.564,-16.844,bright,tonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Nubes de humo,Alberto Castillo | Emilio Balcarce,375,131.67755127,A,minor,0.242126166821,181.080810547,0.297,0.107,0.948,0.0543,0.373,0.544,-12.051,0.483,-12.051,bright,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Alma de bohemio,Alberto Castillo | Ángel Condercuri,368,122.577400208,F#,minor,0.265481948853,176.195922852,0.144,0.0488,0.993,0.0712,0.116,0.267,-14.979,0.203,-14.979,dark,atonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Cafetín de Buenos Aires,Edmundo Rivero,320,117.304786682,B,major,0.88818025589,170.494949341,0.466,0.0826,0.979,0.379,0.119,0.416,-7.215,0.447,-7.215,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Mano a mano,Edmundo Rivero,370,111.751502991,D,minor,0.831194519997,188.186126709,0.324,0.125,0.98,0.00157,0.184,0.653,-12.758,0.6,-12.758,dark,atonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
El ciruja,Edmundo Rivero,318,129.39654541,D,major,0.470140904188,145.057952881,0.292,0.0612,0.825,0,0.272,0.476,-14.131,0.605,-14.131,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
