title,artist,beat_count,bpm,key,key_scale,average_loudness,length,energy,speechiness,acousticness,instrumentalness,liveness,danceability,loudness,valence,time_signature,timbre,tonal_atonal,voice_instrumental,mood_sad,mood_relaxed,mood_party,mood_happy,mood_electronic,mood_aggressive,mood_acoustic
The Pendant,Ralph Towner,3,126.048034668,B,minor,0.99068403244,1.88081634045,0.0636,0.0494,984,872,0.0977,395,-23413,0.0489,-23413,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Prometheus,Charles Lloyd,1828,164.082382202,A,minor,0.348213762045,882.869140625,323,0.0838,0.84,705,689,485,-14905,198,-14905,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Ten Cent Shot,Piano Red,517,111.659698486,F,major,0.0310992393643,262.056060791,112,0.0823,988,0.000486,0.0901,522,-17495,439,-17495,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
When I Fall in Love,Diane Schuur,530,123.127922058,A#,major,0.560617983341,257.666656494,328,31,792,0.00159,0.0725,239,-13722,0.15,-13722,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Don't Let Them Grind You Down,The Blues Band,756,172.265182495,D,minor,0.657867133617,266.344482422,688,0.0461,525,0.00922,687,442,-7088,732,-7088,bright,tonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
I Hear You,The Bad Plus,800,135.756149292,D#,major,0.180923596025,331.964080811,0.19,0.0476,858,554,113,512,-16678,0.18,-16678,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Mustang Sally,Albert Collins,762,130.047012329,C,major,0.663359940052,352.757537842,0.62,0.0457,0.0562,481,111,646,-5867,542,-5867,dark,atonal,instrumental,not_sad,relaxed,party,not_happy,not_electronic,not_aggressive,not_acoustic
I Pity The Fool,Bobby “Blue” Bland,199,75.121925354,F,major,0.296125888824,159.57333374,433,0.0566,663,7.79e-06,0.0792,681,-12.14,556,-12.14,bright,tonal,voice,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
3rd Degree,Fourplay,599,115.965431213,A#,major,0.874896883965,307.382843018,705,0.0307,0.6,747,0.0834,763,-7288,746,-7288,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Desafinado,Stan Getz | João Gilberto,605,144.922698975,D#,major,0.505891740322,251.356002808,356,0.0807,708,0.0972,122,588,-17877,763,-17877,bright,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Stretching Out,Jimmy Giuffre | Paul Bley | Steve Swallow,1381,139.570053101,G,major,0.00255144946277,679.549377441,201,0.0567,924,789,693,394,-15201,135,-15201,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
I Thought It Was You,Herbie Hancock,421,115.288787842,A,major,0.861517369747,219.613327026,787,47,394,0.0514,112,729,-11.38,717,-11.38,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Improv: A Voyage to the Centre of the Cosmos,King Crimson,1726,107.131599426,E,minor,0.269963413477,903.108215332,655,0.0498,0.0104,605,974,229,-11139,0.0846,-11139,dark,atonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Woke Up This Morning With My Mind on Jesus,Fred McDowell,460,154.395950317,D,major,0.0714649111032,198.321640015,245,35,738,239,154,502,-15195,345,-15195,bright,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
A Night in Tunisia,Dizzy Gillespie,742,92.688659668,G,minor,0.0820205658674,407.275115967,323,0.0391,761,328,0.0593,469,-13328,357,-13328,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
There Must Be a Better World Somewhere,B.B. King | Dr. John,463,165.013275146,A#,major,0.677713632584,226.925720215,466,39,828,0.00197,107,575,-8.41,438,-8.41,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Peace Piece,Bill Evans,784,136.019348145,C,major,0.00583796855062,402.271240234,0.0266,0.0532,987,879,0.0836,464,-20338,0.0659,-20338,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
